,Unnamed: 0,sentiment,review,emopattern,emoscore
3182631,3182631,1,"I have tried many cleansers. At first I was skeptical since this isn't really a soap and I have somewhat oily skin.After the first use, I noticed how clean my face feels. There is no dry or greasy feeling. Love this stuff!I wish I brought a larger bottle.",sppnp,0.98184997
2075112,2075112,-1,"For someone who knows about Porsches or restorations the book has little to offer. For someone who knows little about either I'd expect that they would find there to be too much detail. I'm sorry I bought it as I wouldn't read it again or lend it to friends, as I have with many other motorsport related books.",snnn,0.83449864
2601395,2601395,1,I have not used it in the field yet but it appears workable and durable. Everything came on time and in expected condition from seller.,spp,0.71579087
972511,972511,1,"This works well, however, when tightened, your range of motion in your arms will be pretty limited and it can be uncomfortable at times. Over all, however, a really good buy.",snp,0.96653605
2489615,2489615,1,"The Presto PowerPop has been around for a long time and I've had one for a long time. I don't write many reviews, but I just finished a bowl from the popper and was wondering if they still made them. So here I am. I'm not sure what the little paper cups do, but I haven't had any for years. Maybe they actually make it better? I put a tablespoon or so of olive oil (or you can use butter or other oil) into the popper and 1/3 to 1/2 cup popcorn. Microwave for a little over three minutes. Amount of popcorn can be adjusted based on how efficient they pop and I suppose the microwave time can vary depending on the microwave. You can eat out of the bowl and clean up is easy. I wipe the bottom out and put into the dishwasher. I am on my second PowerPop. Seems like after a long time the plastic at the bottom starts to crack and leak oil and I may have to get a new one soon. I'd just guess they've lasted 5 years each and for the small purchase price I consider them a bargain.",spppnpppppppnp,0.43173817
514197,514197,1,The transaction went smoothly and I am pleased because I couldn't find the Sony 80 minute mini-DV tapes in town. Andy McGivern,spp,0.11812609
1157806,1157806,-1,"Dumb. Lack of decent plot. The main actor was annoying the whole film, I was hoping he'd get assassinated...and Angelina's acting ability was lost on this part. I was very dissapointed.",snnnn,0.89296865
631796,631796,-1,"I cannot believe the popularity this book received when it first came out! The authors must have owned the publishing company. Having worked in the field of change management for years (I am not telling how many) I can tell you that keeping it simple is very important, however what these authors did to the topic makes it seem WAY too simple. If you want a god change management book that has at least 1 ounce of meat to it, I recommend Todd Jick's Managing Change, or Leading Strategic Change by Dave Hanna, or even Chris Argyris's Integrating the Individual and Organization, which is one of my favorites. If you want a good bedtime story for your three year old, and I have two of them so I am not kidding, then this is the book to buy.",spnnpp,0.92680043
2337312,2337312,1,Waited years for this album to go CD! The great sound of Daryl Braithwaite make every song a pleasure to listen too.,spp,0.9743319
2994089,2994089,-1,"Anyone who likes or buys this music is because of one of the following:1) 5-years old or younger2) Person who thought this was a p0rn CD.3) Had $20 to waste, if you did this you made a very good choice.4) Person who thinks Hilary Duff is hot (she is pretty hot after all)If your not in those five, please go get a brain surgery. Thank you.",snp,0.83448523
3189376,3189376,-1,The first shipment was in pieces. Returned and it was reshipped. The replacement order had a handle broken. I've given up and will try super glue.VERY fragile.,snpnn,0.8953063
1671093,1671093,1,"Upon reading Harriet the Spy, I found myself feeling the same kinds of emotions that I had as an eleven year old. Fitzhugh seems to capture theenvironment of the pre-teen world, with its insecurities, its need for belonging, and its mountain of creativity. Harriet, with her notebook and her dream of becoming a writer, Is put through terrible trauma at the loss of her Nanny, Ole Golly, and without her lifelong companion, the events that follow are almost impossible to overcome. When her notebook is stolen, and her peers read everything she has written about them, even Harriet's own best friends turn against her. What comes to follow is the solitude that Harriet faces, and worse than solitude, she must face the scorn of all of her classmates. In the end, Harriet learns the value of a few different things. She learns to apologize, and that in some cases, it's okay to lie. And, most importantly, she learns the value of a good friendship.",snpnnnpnp,0.84584194
1228521,1228521,1,"This ""mini"" version of the DSM-IV makes it much easier to look up things quickly for those busy Social Workers/Therapists/Counselors.",sp,0.49390146
3091426,3091426,-1,"The phone reception, although loud, is often scratchy. The sim card can only be used on the Palm phone. Consequently if you have a problem, you may be out of a phone. The service for the Palm Tungsten W is mediocre at best.",snpnn,0.9224875
756520,756520,-1,"Some people say that DMB's new direction should be welcomed and enjoyed. Being a fan of so many musical genres (half the reason I liked DM in the first place - their jazz/blues/rock etc combinations), I welcome anything as long as it's good - or at least interesting. DMB's latest offering has absolutely NONE of the elements that made it one of the most successful (and wealthiest) bands on the planet. Stand Up features one song that are worthy of the band: American Baby. Even this song isn't that good - like someone else said, it sounds like some B-side track that never made it to an original album. The rest of the album almost unbelievably boring and half way into the track you feel the urge to skip to the next. For a band that have captivated audiences into humming their tunes all day, this album is a devestating loss of direction, and judging by other comments on Amazon, it seems I'm not alone in my opinion. Skip it.",sppppnnnn,0.62716025
2231600,2231600,1,I bought a set of 4 of these locks at the recommendation of other Amazon customers. I've been very happy and satisfied with these locks although I've only had them for a few weeks. They fit the Swagman bike racks well. No rust issues and they're the right size to fit through the holes on the bike rack.,spppp,0.72528875
150315,150315,1,"In comparison to most novels, this perhaps deserves more than 4 stars. But in comparison to Marillier's other novels, I have to own I was a bit disappointed.The story does draw you in and hold you, but the expectations created by the Sevenwaters Trilogy didn't quite hold up.",spn,0.7385698
1020024,1020024,-1,"i cannot believe they are disgracing this classic movie by doing the ol' ""unrated"" shpeel on it. this is blasphemy on new line cinema's part because a classic comedy should never be seen in another light than the original release; in my opinion. i fell in love with this movie and now they got the unrated edition; if the ""extended"" scenes are so funny, why did they leave them out in the first place? it is still as funny as it was the first time i saw it and this is a completely ridiculous move by new line. i can understand if they did this to the ludicrous sequel ""dumb and dumberer"", but this is just out of hand.",snnpnn,0.86956674
1935057,1935057,1,"i wish they would mention more stuff about belle, starlight, prancer, barq, coconut, and the other horses in the pine hollow books.please write more about the horses ms.bryant",sp,0.22151756
2980933,2980933,1,This soundtrack is a must have! The music is so powerful. It is the second best thing to actually seeing RENT live. Every broadway or even non-broadway fan will absolutely love it. You will not be disappointed!,sppppp,0.96425205
1594751,1594751,1,"Great price for a surprisingly heavy action figure (he's made of high-quality vinyl and plastic). The facial sculpt is very nice. The hands are a little dopey (they can't really hold anything). On the plus side, he stands quite well on his own. For the price, I'm delighted. Shipping was quick, too.",sppnppp,0.954185
1079741,1079741,-1,"I would not recommend this product as it peels off within one day after application. When you try to remove the rest of the polish, you need a hammer and chisel to get it off. I had to get out the sponge with the green scrubber, and I still have streaks of color on my nails.",snnn,0.55023164
2227889,2227889,-1,"Sounds strange but I find that there isn't much coming out of the nozzle of this bottle. My son finds it difficult to use so I don't use, they are pretty though. I thought about enlarging the opening with a knife...",snnn,0.07797123
1504456,1504456,1,"Man, this video NEVER gets old! CARL PERKINS is in total command of this ROCKIN' CINEMAX special that features the likes of Ringo Starr, Eric Clapton, and Dave Edmunds! THE real HIGHLIGHT is GEORGE HARRISON coming out of retirement at that time and BARNSTORMING through ""Everybody's Trying To Be My Baby"" like he's back in 1962 at the CAVERN CLUB! Carl SMOKES on ""Gone Gone Gone"" ""Boppin' The Blues"" and of course, the all star jam of ""Blue Suede Shoes!"" THIS is the KING OF TRIBUTE VIDEOS and truly is one of the few that actually deserves a 5 star rating! The humbleness and sincerity that is CARL PERKINS comes across so deeply on the video that the true fan is almost moved to tears (just as Carl is toward the end of the video). CARL PERKINS will always be a true American TREASURE!",sppppppp,0.95590997
2779123,2779123,-1,"The Avent Nipple protectors encapsulate the word ""functional."" They do their function; however, they are thick, large, and cause my baby to nurse harder. Unlike the Medela nipple shield that give size options and offer a much thinner, more supple plastic, these Avent protectors are one size and feel terrible. Their great upside is the price, which is basically half of the higher quality, better designed Medela guards. I would recommend these as backups or money savers. But you what you save in money, you lose in design and comfort.",spnnppn,0.3434066
821295,821295,1,"The product arrived before the expected date. It is the genuine article! I adore the fragrance, fresh, not overpowering, subtle and long lasting. Smells expensive and truly evocative of a garden on the banks of the River Nile. Excellent value.",snppnp,0.91486675
2813167,2813167,-1,I dont know how people can say that this thing works. The battery still discharged on my new car. Too weak for big car batteries. You will need at least 15 watts to make a real difference.,snpnp,0.20677546
1517140,1517140,-1,"Product works well, and has some nice features for a Bedside night stand. Unfortunately the size of the information, makes it hard to read if it's more than several feet away.",spn,0.8031061
409177,409177,1,"This is one of her best albums, second to ""Oops I Did It Again."" It sounds sexy, sensual, catchy, and very erotic. I like ""Toxic"", ""Outrageous"", ""Early Morning,"", ""Me Against The Music"", ""Shadow"", ""Touch of My Hand"", ""Boom Boom"", and ""Showdown."" Britney's shift to newer producers, musicians and songwriters are what make this album unique. While I miss Max Martin's familiar presence, this is the direction Britney Spears needs to move now. A lot of people say this is controversial, but this is Britney's more mature effort now.",spppppn,0.14773734
3176002,3176002,-1,"I used this textbook for a course in VLSI. Never have I read a book in its second edition with so many errors, in addition to such an unclear presentation of material. There are huge swaths of important material on physical characteristics of semiconductors that is either missing or wrong. I would not recommend this book for use in a course in VLSI. Instead, I would recommend Jan Rabaey's text as a much better alternative.",spnnnp,0.19383556
668597,668597,-1,"Is it just me or does Coldplay remind you just a little bit too much of Travis? The only reason I gave this album 2 stars is because there is only 2 good songs on it 1-Don't Panic, 2-Yellow, the rest of the album is just pretty much filler. There was so much hype surrounding the release of Parachutes that I just had to go out and see what all this commotion was about for myself. Also forget all those comparisons being made to Radiohead, Coldplay is not even remotely close to being mentioned in the same breath as Radiohead. If you are looking for something to tide you over until some new Travis material arrives then I suggest this album. Otherwise don't bother, this is a very unoriginal and sappy album, I hope that Coldplay one day find there own identity and sound and then maybe, just maybe you could mention them in the same sentence with the likes of Radiohead.",snnpnpn,0.8643139
3124890,3124890,1,"I just got this last night for my new LCD TV and it is a very solid, well constructed mount. This was used with a Sharp 40"" LCD model #LC40D68UT TV and is just fits with about an inch of width to spare. This took me all of 20 minutes to install and get on the wall start to finish, spent more time finding my tools than doing the job as usual. Once installed with the supplied lag bolts (2 of them needed) onto a stud in the wall it supported my full 190lbs of weight with ZERO movement so it is built tough. Do your homework and make sure it will fit your TV before buying, if it does fit you will be quite happy with it I am sure. This is my third LCD TV and third Sanus brand mount and all were well built and heavy duty with no disappointments.",sppnppp,0.9400424
1326436,1326436,1,"Anyone who enjoys reading Travel Narrative type books about East Asia will enjoy this book. However, it is more than just a travel narrative, it is also an interesting look at an American living as a Buddhist Monk in Japan. The book is very cute and charming at times. The only thing I did not like was the constant lack of chronological order to the story. Personally, it was a bit much at times. However, the book is well written, informative, and funny. I stayed one night in a Buddhist Monk in Japan. One unforgettable night in Kyoto. Chadwick spent much longer, and some of his stories are incredible. A nice mix of travel narrative, culture shock, religion and comedy. If you liked this book...look at Pico Iyer's Lady and the Monk or Learning to Bow by Fieler.",spppnnpppppp,0.64181787
2597829,2597829,-1,"Purchased this and could not get it to connect to my 2000 Volkswagen Passat. I figured the ""#1 selling"" OBDII scanner that represents it works with ""all cars"" would have no trouble. The help at their website says Volkswagens with after-market stereos have connections issues. I have the factory Moonsoon sound. I am returning it and looking elsewhere.",snpnpn,0.32817316
1334926,1334926,-1,"This book was quite disappointing. I was looking for good scare, and how scared was I? Not at all. I understand why the typesetting was messed with, but I don't think it added much to the book, other than increasing my annoyance. I think better written passages would have conveyed much more. Turning a book upside down and sideways does not equate to good literature. The typesetting and footnotes are used here to spice up a fairly dull story. It's not awful awful awful, but I've read better.",snnnnnnnp,0.36483362
3255960,3255960,-1,"Full of platitudes, and nothing new. You have been warned. Read all the negative reviews before you buy it. Don't waste your money on this book!",snnnn,0.78031015
3278243,3278243,1,"I didn't want to put this book down. I've wanted it for years because I loved the movie, and it wasn't really like the movie at all, but somehow, it was even better. She has an entertaining method of writing along with an entertaining story. It feels like she's sitting in the park with you, telling you her life story. I suggest this book.",snpppp,0.8936279
593689,593689,1,"Every one will love this book. After perusing numerous (and reading several) books on this subject, this is still my favorite. This book is an easy, lighthearted read; yet is full to the brim with all the necessary information. Everything the rank beginner needs to go forward with their new prospective career.",spppp,0.24333474
2960262,2960262,1,"Fast delivery. It is not easy to find a local locksmith for key cutting with reasonable price. They want to sell me both key cutting service and a same key in >$100. Finally got a free key cutting from HomeDepot, then I programmed the key by following the instruction sent with this item. Now the new key works to my 2007 Rav4. If this item was a little less expensive, I should give a five star rating.",spnpppp,0.29875275
937428,937428,-1,"I've recently evaluated several better books on this topic, and this one didn't make it into my spring term reading list. The book did little beyond skimming the basics of what can be found in any cinematography textbook, and had nothing new to say about 3D rendering or graphics production. Even the author's own sample images were crude and poorly lit.For a much better choice, consider getting ""Digital Lighting & Rendering"" by Jeremy Birn. Birn's new book is an amazing resource for any 3D artist, and I reviewed it on amazon with 5 stars.Alternately, you might just pick up a first-rate book on lighting for cinematography, such as ""The Technique of Lighting for Television and Film"" by Gerald Millerson or ""Matters of Light & Depth"" by Ross Lowell (although these cimematography books don't cover any techniques that are unique to digital graphics production.)",snnnp,0.9746455
795732,795732,-1,"I only managed to struggle through about half of this. Nostradamus' predictions, all in the form of quatrains are mostly so vague that they could apply to just about anything. When one or two lines of a quatrain vaguely match something in later history (make enough predictions about conflict in Europe and a few of them are bound to match up with the next few hundred years of history) the other two or three lines and any contradictory details are ignored and it is hailed as a ""fulfilled prophecy."" The ""interpretations"" given along with the quatrains are so arbitrary that the same verse is said to predict the death of a 17th century noble and of Bruce Lee's son in one instance or the ""fifth column"" in Spain and the Rodney King beating in LA in another. With some I can't even figure out what mental leap is necessary to make the connection between the prophecy and the interpretation. I'm glad to have this as a reference, but it is absolutely ridiculous rubbish.",snnnnnn,0.7220585
1572700,1572700,1,"This is some of the best work speilberg has ever done. I have been wanting these movies on Dvd since I got my player, almost 5 years ago. I work in an electronics store and I do not see a week go by with out being asked for these movies. I guess 6 more months will not kill me.ok now I have the Bluray {I keep double dipping on my favorites and disney} I can't believe how good the picture Quality is.!!!! as for sound that will have to wait my home theater is out for repair till next month :*( I HATE the packaging they put it in however. What is wrong with just a blue case? that is why I am taking away a star.",sppnpnnn,0.6825014
3192786,3192786,1,"Fairy tales are real. They have a life of their own. Unfortunately, most of the fairy tale lands have been taken over by a villain known as the Adversary. As a result, the characters have fled to our world where they lead a hidden existence in New York. Most have been here for centuries. The main settlement is a colony on Bullfinch street. King Cole is in charge but Snow White really runs things. The sheriff is the Big Bad Wolf (a.k.a. Bigby).At the start of the story, there is a crisis. Snow White's sister Rose Red has been murdered. Bigby must try and solve the murder while the community is planning for their annual festival where they raise the money needed to operate for another year.Jack the Giant Killer, Prince Charming, the Three Pigs, Bluebeard. Little Boy Blue, Beauty and the Beast, and many others come together in this wonderful treatment of fairy tales. It doesn't hurt that the mystery is well plotted and developed. A very entertaining read.",sppnnpppnnnpppp,0.9680882
807302,807302,1,"I was required to watch and write about this. At first, i thought booring. WRONG. It captivates the audience and presents history in a fascinating way. The passion that these two felt despite being an arranged marriage, suprised me. Oh what a pair, full of passion just like the movie.",snnnppp,0.9668003
3500283,3500283,-1,I tend to feel that you can only really understand the Bible if you read it in Hebrew...A great deal of the meaning is lost in this poor quality english translation.,sn,0.90980816
495982,495982,1,"You've seen _Shawshank Redemption_. You've seen _Papillon_. Maybe you've even seen _Captives_. What if you could find all the wrongful-imprisonment...road-to-freedom-ness of these great movies in something refreshingly different, something to equal the thrills of _Mission Impossible_ and the romance of _Scarlet Letter_?_Ice Runner_ offers all such pleasures. More like watching a well-cast British piece than viewing the oft-predictablility of so many big-run films, you'll find yourself swept away by the Siberian-earthiness and mesmerizing depth of these characters.You'll find the pace and composition of _Ice Runner_ to be enjoyably different, yet never inferior.But more likely than not, you'll find yourself on the edge of your seat; it's a masterfully suspenseful ""what's-next"" with original and unexpected love scenes that you (and your Saturday night date) will not soon forget.",sppnpp,0.8253255
391138,391138,1,"Over 20 essays that bring into focus the grandeur in life's simplest experiences. After reading this book, I found myself hungering for more of this wild, wonderful ride we call life. Ms. Becker's words paint pictures using a rainbow palette of pure compassion.",sppp,0.8316932
2933932,2933932,-1,"The product was very easy to set up (just plug it in!) but I was not that impressed with the sound quality. It's maybe ok for doing Skype conversations, but not anything used for professional purposes. I had read that it picks up audio well, but actually you need to speak directly into the mic for it to sound clear and crisp, otherwise you get the gargly, wavy sounds. The price is fair, but overall I was slightly disappointed.",spnnpn,0.7954291
1650857,1650857,1,It's hard to find a good wool content sock in the local stores. This fits the bill and is very comfortable.,snp,0.93281907
2344559,2344559,1,"Very entertaining. Disk 4 ""parents"" episode is the best (extremely funny).I loved the whole series except troubled by the moral example it sets by lies after lies (which is not good).",spp,0.8679687
1762404,1762404,-1,"The radio gets GREAT reception. The reason I rated it so low is because of the scanning feature.When you try to scan to listen to ANY shortwave band, it will only scan the band and not all availible channels. Trying to guess the band number to start with is a real pain. For this reason alone, I would not buy this radio again (actualy I trying to sell it on Ebay).",spnnn,0.9163398
157534,157534,-1,"My title basically says it all. I will say to fans of Ellroy, the original book, etc. This film has NOTHING to do with those. They take some names, the Dahlia murder and mush it up with the worst, unbelieveable inane story. There is even a note at the very end of the film (which was too small for me to read on my tv screen) that said something like they use the characters and settings, but this is loosly based on the original novel.What was DePalma thinking? One could almost see a line of thought that said ""let's make another....L.A. Confidential...no wait! let's make it like an old 40's film...no wait! let's make it like ""Chinatown""! What they get is a horrible mess, a storyline that cannot be followed or believed and some of the absolute worst acting EVER!Unless you want to see the worst film ever made in this century, do not bother with this....read the book...or any James Ellroy instead.",sppnnnppppn,0.9555231
2922869,2922869,1,Have ordered these before. They are great for diabetic feet as well as comfort for normal feet. Plastizone is what is needed for diabetics. Much cheaper than @ my podiatrist office.,spppp,0.6850949
900862,900862,-1,"I wish I had read the reviews before wasting my money on this product because my experience is the same as those giving it one star. I bought it in July and have had to replace it already. It comes apart during use, it makes a terrible racket, and the points of the blade contact the inner part of the shield at the bottom scraping it up (and doing a poor job of blending in the process). Oster should pull this product; Amazon should stop offering this product. Do you guys pay attention to these reviews? I'm not the only one having a problem! I will never buy another Oster product because of this bad experience.",snnnnnnn,0.9395756
2047517,2047517,1,"i bought this album in spite of the tool connection, not in lieu of. i like this cd much better than ANY tool cd. it is subtler. the music uses minor over major changes to evoke a dark, atmospheric mood. yes the singer for tool is here but this is a different beast altogether. the melodies are edgy and haunting, the lyrics subtle and thoughtful. this album is so different i do not think words and reviews truly hit the nail on the head.",sppnnnpn,0.58174473
3044774,3044774,1,This book was a big help to me. It was concise and helpful without being overbearing.,spp,0.7832742
2781984,2781984,1,"No longer the most up to date version (they added two more chapters so keep that in mind students looking to buy this book for a class) but that being said the information is consistent throughout with the newer version. As opposed to many textbooks, this is very well written and anybody with an interest may even find it to be a page turner",spp,0.9587183
2145493,2145493,-1,"Meredith Wilson's ""The Music Man"" is one of those classic musicals. Its plot is simple: con man Harold Hill comes to rural Iowa, saying he'll replace the pool hall with a family-friendly marching band. In the meantime, he woos the beautiful librarian Marian. As a live musical, ""Music Man"" is exuberant and energetic. Unfortunately, as a movie it seems to go on forever.Robert Preston is stodgy as Harold Hill, and an unlikely suitor for Marian (Shirley Jones),unless she's a gold digger as well. There's a young Ron Howard, looong before his deadpan narration for ""Arrested Development"",singing ""Gary,Indiana."" ""The Music Man"" drags its feet. Too much exposition between songs. There's no energy to it. Is Iowa this boring? One hopes not.""Music Man"" is the All-American Boring Musical, unless one is fortunate enough to see a live production. Skip this movie; give Iowa a try instead!",spnppnpnnnnnnn,0.75519705
2550092,2550092,-1,"I REALLY HATED that they had to dub the original music on the DVD version. I esp. hated that Losing My Religion was dubbed, and all the songs by Cathy Dennis were all dubbed in the senior prom episode, it's horrible, just watch soapnet don't buy this dvd you'll get ripped off.",snpn,0.94983
228492,228492,-1,"I suppose I can understand how others could have enjoyed this book - its subject matter is interesting, and it is descriptive and evocative. However, I found all of this atmosphere to be at the cost of character and plot. If you want page-long descriptions of flaying scenes, this is the book for you. If you're more interested in character development and engaging storylines, you'll need to look elsewhere.",spnpn,0.29476807
1258073,1258073,1,"This pretty much a cd filled with covers. Some work better than others but mostly there are no real duds here, except for the completely out of place 'So What'. This song is so far over the top that it stops being interesting almost immediately. When I go on rants against hip hop music it's usually because I consider it so much more offensive than what groups like Metallica usually put out. So for them to record a song like 'So What' is a big let down.Ok, enough of that rant. The rest of the cd - like I said earlier - is pretty good. It just isn't essential. What you get here is a feel for music that influenced the band. 'Turn the Page' is a stand out that should not work but ends up being a near masterpiece. Another tune I like a lot is 'Astronomy'.",sppnnnpnppp,0.9673109
1479967,1479967,-1,"I found this item on amazon, loved the priced, got to my house really fast..I was really impressed, then i plugged it in,switched it back and forth a couple times and then i just eaither hear out of one speaker one of the speakers on the headset..i have to jiggle the wire for it to work..I wouldnt buy another one.",sp,0.81937075
3345136,3345136,-1,Filter never read a good filter from the start.Dont waist your money!Going right to Holmes filters for here on out can they cost less!,sn,0.8565733
536978,536978,-1,"I bought this book recently to enhance my knowledge of parallel I/O to improve a climate model built on MPI technology. To my disappointment, the author spent less than 1/10th of the book to actual parallel I/O programming. And the mere effort is a list of a few MPI subroutines. The rest of the book tries to cover everything about high performance I/O but does not convey anything USEFUL. I feel the price is way too high for such a mediocre book that talks about too broad a topic and fail to focus on anything specific. I glanced through the book and read the chaptors that talked a little bit about MPI and scientific data management. And now the book is gathering dust on my shelf.",spnnnnpn,0.7870595
1882030,1882030,-1,"I never had any ""die off"" symptoms, and I felt great the whole time I took it. Only one day did I feel ""extra anxious"" and emotional, which I wouldn't necessarily blame on the candida cleanse...might try another brand.",spn,0.6756724
2852082,2852082,1,"Harry Potter and the Order of the Phoenix is another stunning book written by J.K Rowling. Harry now in his fifth year at Hogwarts school of witchcraft and wizardry faces many challenges now that He-who-must-not-be-named (Voldemort)is back. With almost the whole not believing that Voldemort is back Harry often has times when he is anrgy which I find is the worst bit of the book. The book is very suspenseful, funny, action-packed, and fun to read. I couldn't put it down! This page turner is a must read for reader ages 8 and up! Though I adivse any reader to read the first four books before this amazing read.",spnnpppp,0.9388428
1732531,1732531,-1,"i bought this timer about 6 months ago as a replacement for a better programmable one. after researching some, wanting to buy locally, and getting something not so expensive, i settled on this one. after reading reviews of several other gilmour timers, i concluded that many are affected by the elements (go figure). so i put a plastic bag over this one so it wouldn't be rained on (my last one broke because it was rained on and water got inside the supposedly sealed battery/electric compartment. well, this one broke too. i would not recommend gilmour timers. other products of theirs i have used have been fine, but not the timers. hopefully, i can write them and they will send me a refund, because i certainly don't want a replacement!",sppnnnnnn,0.521414
1588325,1588325,-1,"To be fair, I must say it has been over a year since I read this book, and my recollection is vague. However, I strongly recommend checking this out from your public library before adding to your personal library or giving as a gift. There is a section describing how one woman (...I can't remember, was it the author?) took ...... matters in her own hands, so to speak. Not exactly charming subject matter.",snpnnn,0.728379
2119943,2119943,-1,"I'm still waiting for this book to arrive. I cannot read the book about the Magdalene, which is the follow up to this book. until I receive this book..the first book. Where is it?",spnpp,0.06359667
2836511,2836511,1,The printer is great. easy to set up but a little large than my old lexmark. it is a little slow in printing especially with the wireless hook up. otherwise the printed pages are crisp and neat. I wish they would find a way for inexpensive ink because with 2 ink cartridges is quite expensive. how about refillabe ink cartridges.?,sppnpnnp,0.22623801
705932,705932,1,I definitely recommend this one. Stagg has made a quality stand at a great price.,spp,0.9300446
2796338,2796338,-1,"At least Ken has the minimal iota of wisdom to state at the outset that his theory of evrything is not the final theory of everything, but is actually a borrowed theory of spiral dynamics.He makes a flimsy attempt to integrate every human activity, but is quite unable to get to the core of 'everytning'. It is obvious from his writing that he has no actual experience of what he refers to as 'spirit'. Despite all this, his attempt should encourage others to take a shot at 'everything', by first finding out what all he has missed.",snnn,0.3880724
216674,216674,1,I debated purchasing this toy box after I read the reviews about how the lid was a problem. Even though it does come off we have not found it to be a problem. It is very light and it just slides behind it up against the wall....my daughter can still play with it and it holds quite a bit.,snnp,0.3874698
2243960,2243960,1,"thought my girls would love this movie, they've watched it a million times, so I guess I was right. Saved ten dollars getting this dvd on Amazon rather than just grabbing it at Walmart.",spp,0.45411485
643459,643459,1,"A great read, and thoroughly interesting for a hotel person! I was unable to put it down! I never realised that Hilton had overcome so many hurdles, and that as opposed to now, it used to be such a family! If anyone knows of an autobigraphy following Hilton after 1957, please let me know!",sppnp,0.1308671
2370403,2370403,-1,For school this book is almost worthless. With no page numbers it is impossible to navigate. It is also a little pricey for an ebook.,snnn,0.6063721
2302993,2302993,-1,The prices in this volume are dated. You really don't get much for the price of the book. We sent ours back as it really is deceptive by its description. There are better books out there.,snnnn,0.56796634
1619097,1619097,-1,"I was a raving fan, but now could kick this thing in the trash.. I follow the cleaning instructions to the letter, which in itself is a pain in the butt. But no matter what you do this machine clogs up every month or so and it is sooooo frustrating.Not sure of their newer version have the same problem, but the B60 stinks.",snnn,0.94438976
1560200,1560200,-1,"""Simians, Cyborgs, and Women"" sounds as if it might be interesting to discuss the connections between the three conceps upon first glance. Feel free to read the opening portions of the book. They are representative of the majority of the book. If you are well-versed in fanatical feminist theories - and, more importantly, agree wholeheartedly with them - then you will enjoy the book immensely. On the other hand, if you are expecting a healthy discussion of the basis of, rationale for, and definitions of feminist theories, look elsewhere. The book is rife with shakey feminist theories which serve as premises to even still more outrageous conclusions, without any attempt to justify the premises themselves. As a result, it ends up a house of cards, without a strong foundation, puffed up far more than it ever should. I would have been more interested in seeing a well-structured analysis of the views underlying the arguments she makes. Alas, a search for such an analysis was in vain.",sppnpnnnnn,0.78038657
421273,421273,-1,It takes a fair amount of dexterity and practice to use this tool. It tends to roll over the edges of the stamps and may cause problems with the postal sorting machines. I spent a lot of time pressing the stamp edges down with my fingernail. I would not buy again. Look for one of the simple dispensers that holds the roll and the stamp peels into your fingers as you pull the backing strip. This device is too complex. It requires that the roller be positioned perfectly and the pressure on the handle is perfect.,spnpnpnp,0.5091808
2077170,2077170,1,"my brother in law got malignant melanoma and after several surgerys and chemo treatments it kept coming back,so the Dr stopped all treatment and we went home with very little hope then i was shown the Essiac Report,when i started reading it i could not put it down and somehow i knew it was our answer so he started on the herbal tea right away and i am happy to say he has been free from any malignant melanomas for 4 years now and i am very thankfull for the book...it was a sign from God for us and i highly encourage anyone to read it, you will not be sorry...",sp,0.44028604
682744,682744,-1,Item poorly cut and not straight. Both half rollers i purchased are curved. one is significantly shorter than the other. Shipped in GARBAGE BAG. Seller claims they were shipped in a custom made tube. I have pictures to the contrary. Other comments left regarding itme by others indicated garbage bag packaging as well. Do not recommend seller or item.,snnnpnnnn,0.8305496
2887054,2887054,1,"We bought this for an airplane ride with our 18 month old and even now at 2 1/2 we take it with us. It works to entertain him for a chunk of time. He particularly likes the little stacking things. The tote it comes in isn't that great but we didn't care because we repacked everything into his own little backpack (along with books, stickers, crayons, coloring pad, etc.).",spppnp,0.32789218
1773890,1773890,1,"O'Neill's finest drama, The Iceman Cometh, is a compelling tale of desolation. The play centers around its characters hope for a different and more fulfilling life. Driven to hide from society and anathetize their problems with alchohol and pipe dreams, deluding themselves into thinking their lives have a psuedo-promise for a vague future imporvement; the characters converge in Harry Hope's squalid bar in New York City's meat-packing district. There, they live a past-obsessed life based incongrously on a fantasy future. When Hickey, an old friend who comes to the bar on periodic binges, comes and forces the others to confront their pipe dreams, we learn the value of sustaining illusions to those whose lives are so desolate that they have nothing else to live for. The Iceman Cometh is a classic of the American theater and I wholeheartedly reccomend it to everyone.",sppnnnp,0.98399436
3488452,3488452,1,"these were great! i also bought my grandson the pokemon binder so we spent an afternoon putting is cards into the sleeves and then into the binder. he has about 500+ cards so it took some time, but we had just enough sleeves, plus one left over (i had ordered 50, received 60 as promised). these were so nice. and now all of his cards are easy to see and well protected.",sppppp,0.7356424
2998899,2998899,1,"I read the reviews and the only concern I had (other than the price tag) was that I would get the dreaded ""Ventilate"" message.I didn't. Setting up the machine was relatively easy. The only pesky issue (and this still remains) is getting the front panel on. For some reason, it's a struggle to get it back on. (The only I reason I take it off is to empty the grinded coffee box.)My first latte was so good. My second was even better.It is a loud machine when it makes coffee so I can't use early in the morning because it would wake the wife and kids.I purchsed the Lavazza coffee beans with it, and that is one smooth creamy cup of joe.I've had the machine since 6/4/08 (today is 6/16) and have not experienced any badness with the machine (knock on wood).",snpnnppp,0.8242866
